product_id,tot_consum_loss,mark_size
3633802,131740,2
1537955,1320121,6
2430737,948828,6
4716863,1717885.24,6
5695244,537127,10
5380764,677742,14
5411093,832827,15
5547653,1440552,15
5473627,769602,20
