"ms","tcl_upper"
2,4.69059307539833
3,4.6938888814354
4,4.60822663658865
5,3.46123607229934
6,4.13139864732315
7,3.66378806189512
8,4.49137541974383
9,5.26465159640317
10,4.28587758683654
11,4.23747291528931
12,4.17619556926475
13,4.7079862713764
14,4.20813021916721
15,3.65633222706991
16,4.81714825451288
17,4.40069996412872
18,5.38060938756468
19,4.68564418657075
20,4.01921546637095
