"ms","tcl_upper"
2,7.63610781277895
3,7.31813347649943
4,6.70213100828739
5,5.00201355187397
6,5.812535732279
7,4.84094306837764
8,6.55052920311803
9,6.93758633090589
10,5.40159366958984
11,5.68966627282969
12,5.10081166740162
13,5.93224573100615
14,5.55063950861935
15,5.30041280142355
16,6.05427074239612
17,5.31644846357764
18,6.48353141956453
19,5.59577148642195
20,5.17742610607899
