region,product,market_type,total_markets,flagged_markets,flagged_pct,avg_normalized_tcl,avg_tcl_upper,max_excess_amount,avg_excess_amount,avg_excess_pct
gb,freezers,a_markets,2,0,0,1,7.477120644639189,-Inf,NA,NA
gb,freezers,na_markets,15,0,0,1,7.316304445879551,-Inf,NA,NA
gb,headphones,a_markets,37,2,5.405405405405405,1,4.619126763124887,1.2998331094009439,1.1871760844616652,27.185129538257428
gb,headphones,na_markets,22,1,4.545454545454546,1,4.574147247471622,8.74540103001329,8.74540103001329,162.53551224560368
se,freezers,na_markets,8,1,12.5,1,4.820058123424874,0.09145514172104585,0.09145514172104585,2.419444769289759
se,headphones,a_markets,40,2,5,1,3.675525529225275,4.845013792675887,3.5167026571756956,92.18458825746545
se,headphones,na_markets,68,2,2.9411764705882355,1,3.7328586189077955,24.592610659710992,12.66046620279133,343.8055926380528
