product_id,tot_consum_loss,mark_size
46660,2584.2100000000005,2
427243,17.339999999999918,2
964621,570,2
990410,2291.1900000000014,2
2671765,12892,2
3047559,3512.4,2
3396624,2263.55,2
3760583,0,2
5210863,343,2
5323063,12563.52,2
5357325,0,2
3760665,2434.55,3
4890724,9045.100000000004,3
5276485,103303.46000000008,3
5725226,187135,3
2824859,409.97,4
3181806,609.9000000000001,4
4963384,156690,4
507862,7806.399999999997,5
5270306,26912.150000000012,5
3760578,51350,6
3753756,1045429.74,18
