product_id,tot_consum_loss,mark_size,normalized_tcl,region,product,market_type,tcl_upper,flagged,excess_amount,excess_pct
344374,1341.42,2,0.22277624422782988,gb,headphones,a_markets,4.69059307539833,FALSE,-4.4678168311705,-95.25057406074579
822997,9556.8,2,1.5871449738609267,gb,headphones,a_markets,4.69059307539833,FALSE,-3.1034481015374036,-66.16323461983228
858215,1033.31,2,0.171606894874878,gb,headphones,a_markets,4.69059307539833,FALSE,-4.518986180523452,-96.34146701458846
929187,898.6899999999997,2,0.14924988663141175,gb,headphones,a_markets,4.69059307539833,FALSE,-4.541343188766918,-96.81810201327819
938271,7010.759999999999,2,1.1643115370150292,gb,headphones,a_markets,4.69059307539833,FALSE,-3.5262815383833006,-75.17773300093496
969970,2207.3999999999996,2,0.3665938196154162,gb,headphones,a_markets,4.69059307539833,FALSE,-4.323999255782914,-92.18448896072093
969971,1683.7299999999998,2,0.27962535648322223,gb,headphones,a_markets,4.69059307539833,FALSE,-4.410967718915108,-94.03859273255172
2759849,352.31,2,0.05850986164207089,gb,headphones,a_markets,4.69059307539833,FALSE,-4.6320832137562595,-98.75261271439322
3169536,1869.05,2,0.31040236411714855,gb,headphones,a_markets,4.69059307539833,FALSE,-4.380190711281181,-93.38244952977958
3269948,721.52,2,0.11982638974762848,gb,headphones,a_markets,4.69059307539833,FALSE,-4.570766685650701,-97.44538936075897
3897583,4485.38,2,0.7449092084020095,gb,headphones,a_markets,4.69059307539833,FALSE,-3.945683866996321,-84.11908267402303
3919370,3017.41,2,0.5011161806857629,gb,headphones,a_markets,4.69059307539833,FALSE,-4.189476894712567,-89.31657100433493
3922283,3553.0699999999997,2,0.5900758823325845,gb,headphones,a_markets,4.69059307539833,FALSE,-4.100517193065746,-87.42001548956632
4395382,120.37,2,0.019990440367449333,gb,headphones,a_markets,4.69059307539833,FALSE,-4.670602635030881,-99.57381849062335
4776112,907.7999999999998,2,0.1507628293226759,gb,headphones,a_markets,4.69059307539833,FALSE,-4.539830246075654,-96.78584718607523
5088836,1173.96,2,0.1949653349985114,gb,headphones,a_markets,4.69059307539833,FALSE,-4.495627740399819,-95.84348222357885
5293771,173.79999999999978,2,0.028863824340472622,gb,headphones,a_markets,4.69059307539833,FALSE,-4.661729251057857,-99.38464446016731
5324035,34713.92,2,5.765112134920717,gb,headphones,a_markets,4.69059307539833,TRUE,1.0745190595223866,22.907957314782358
5680138,900.0000000000001,2,0.14946744480106672,gb,headphones,a_markets,4.69059307539833,FALSE,-4.541125630597263,-96.81346383285714
5701013,3815.57,2,0.6336705537328956,gb,headphones,a_markets,4.69059307539833,FALSE,-4.0569225216654345,-86.49060910748298
589065,893.76,3,0.1484311371837793,gb,headphones,a_markets,4.6938888814354,FALSE,-4.54545774425162,-96.83777905840863
659929,415.9999999999999,3,0.06908717448582637,gb,headphones,a_markets,4.6938888814354,FALSE,-4.624801706949573,-98.52814635729726
945726,1359.45,3,0.22577057537201126,gb,headphones,a_markets,4.6938888814354,FALSE,-4.4681183060633884,-95.19011674381669
3005345,2961.68,3,0.4918608243538035,gb,headphones,a_markets,4.6938888814354,FALSE,-4.202028057081596,-89.52125121028874
3765485,1701.63,3,0.2825980978853768,gb,headphones,a_markets,4.6938888814354,FALSE,-4.411290783550022,-93.97944636049931
3780034,16933.24,3,2.8121867944480163,gb,headphones,a_markets,4.6938888814354,FALSE,-1.8817020869873833,-40.08833899817321
3799678,11373.36,3,1.8888300644473999,gb,headphones,a_markets,4.6938888814354,FALSE,-2.8050588169879997,-59.759804457284204
4349164,5770.910000000001,3,0.9584035243076933,gb,headphones,a_markets,4.6938888814354,FALSE,-3.7354853571277062,-79.58188724709197
4917173,8631.04,3,1.4333994386397764,gb,headphones,a_markets,4.6938888814354,FALSE,-3.260489442795623,-69.46243349924721
5702919,15615.21,3,2.5932950430356274,gb,headphones,a_markets,4.6938888814354,FALSE,-2.100593838399772,-44.75167374983548
479861,9506.69,4,1.5788229586842808,gb,headphones,a_markets,4.60822663658865,FALSE,-3.0294036779043694,-65.7390340538233
945727,10038.38,4,1.6671233428245908,gb,headphones,a_markets,4.60822663658865,FALSE,-2.9411032937640593,-63.82288732095176
3752122,2058.7,4,0.3418984762355066,gb,headphones,a_markets,4.60822663658865,FALSE,-4.266328160353144,-92.58069311259818
5071518,10707.31,4,1.778215851547677,gb,headphones,a_markets,4.60822663658865,FALSE,-2.8300107850409733,-61.41214415478393
3018894,5221.080000000001,5,0.8670905407799482,gb,headphones,a_markets,3.46123607229934,FALSE,-2.5941455315193918,-74.94852929219793
5068091,32703.5,6,5.4312317567240935,gb,headphones,a_markets,4.13139864732315,TRUE,1.2998331094009439,31.462301761732498
5470303,7362.780000000001,6,1.2227732369248865,gb,headphones,a_markets,4.13139864732315,FALSE,-2.908625410398263,-70.40292304599663
