"ms","tcl_upper"
2,3.94570603859682
3,3.81484879810254
4,3.83677575677281
5,3.23061167341637
6,3.49020302949285
7,3.20972213762966
8,3.83132777180043
9,4.21379363799944
10,3.41755703432173
11,3.47236380736382
12,3.67986018454752
13,3.5875325489108
14,3.43646954138924
15,3.3248938373059
16,3.71903590223369
17,3.66874857602628
18,3.76269714070906
19,3.57957782567482
20,3.46359033435245
